timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W]
2026/01/03 15:52:37.536, NVIDIA GeForce RTX 4090, 87 %, 84 %, 18045 MiB, 285.50 W
2026/01/03 15:52:38.538, NVIDIA GeForce RTX 4090, 80 %, 77 %, 17995 MiB, 277.96 W
2026/01/03 15:52:39.540, NVIDIA GeForce RTX 4090, 88 %, 68 %, 17963 MiB, 281.51 W
2026/01/03 15:52:40.543, NVIDIA GeForce RTX 4090, 69 %, 53 %, 17849 MiB, 261.14 W
2026/01/03 15:52:41.545, NVIDIA GeForce RTX 4090, 91 %, 61 %, 17963 MiB, 311.34 W
2026/01/03 15:52:42.547, NVIDIA GeForce RTX 4090, 76 %, 73 %, 17847 MiB, 264.64 W
2026/01/03 15:52:43.551, NVIDIA GeForce RTX 4090, 97 %, 42 %, 17959 MiB, 314.92 W
2026/01/03 15:52:44.554, NVIDIA GeForce RTX 4090, 82 %, 73 %, 17407 MiB, 277.00 W
2026/01/03 15:52:45.555, NVIDIA GeForce RTX 4090, 96 %, 23 %, 17947 MiB, 263.44 W
2026/01/03 15:52:46.557, NVIDIA GeForce RTX 4090, 96 %, 50 %, 17950 MiB, 305.43 W
2026/01/03 15:52:47.559, NVIDIA GeForce RTX 4090, 68 %, 65 %, 17463 MiB, 276.71 W
2026/01/03 15:52:48.564, NVIDIA GeForce RTX 4090, 84 %, 13 %, 17963 MiB, 273.18 W
2026/01/03 15:52:49.566, NVIDIA GeForce RTX 4090, 79 %, 77 %, 17963 MiB, 298.49 W
2026/01/03 15:52:50.568, NVIDIA GeForce RTX 4090, 62 %, 59 %, 17458 MiB, 252.13 W
2026/01/03 15:52:51.571, NVIDIA GeForce RTX 4090, 98 %, 41 %, 17956 MiB, 312.87 W
2026/01/03 15:52:52.575, NVIDIA GeForce RTX 4090, 98 %, 42 %, 17967 MiB, 270.26 W
2026/01/03 15:52:53.582, NVIDIA GeForce RTX 4090, 70 %, 45 %, 17447 MiB, 259.92 W
2026/01/03 15:52:54.586, NVIDIA GeForce RTX 4090, 95 %, 39 %, 17963 MiB, 308.23 W
2026/01/03 15:52:55.589, NVIDIA GeForce RTX 4090, 62 %, 59 %, 17463 MiB, 268.44 W
2026/01/03 15:52:59.533, NVIDIA GeForce RTX 4090, 89 %, 20 %, 17961 MiB, 281.52 W
2026/01/03 15:53:00.536, NVIDIA GeForce RTX 4090, 72 %, 68 %, 17407 MiB, 281.70 W
2026/01/03 15:53:01.542, NVIDIA GeForce RTX 4090, 96 %, 24 %, 17955 MiB, 263.73 W
2026/01/03 15:53:02.545, NVIDIA GeForce RTX 4090, 88 %, 75 %, 17955 MiB, 282.16 W
2026/01/03 15:53:03.548, NVIDIA GeForce RTX 4090, 89 %, 13 %, 17943 MiB, 263.04 W
2026/01/03 15:53:04.550, NVIDIA GeForce RTX 4090, 96 %, 43 %, 17981 MiB, 311.26 W
2026/01/03 15:53:05.552, NVIDIA GeForce RTX 4090, 70 %, 9 %, 17851 MiB, 256.78 W
2026/01/03 15:53:06.555, NVIDIA GeForce RTX 4090, 97 %, 42 %, 17961 MiB, 319.11 W
2026/01/03 15:53:07.557, NVIDIA GeForce RTX 4090, 87 %, 12 %, 17845 MiB, 260.90 W
2026/01/03 15:53:08.559, NVIDIA GeForce RTX 4090, 98 %, 38 %, 17957 MiB, 309.63 W
2026/01/03 15:53:09.562, NVIDIA GeForce RTX 4090, 67 %, 61 %, 17447 MiB, 272.08 W
2026/01/03 15:53:10.566, NVIDIA GeForce RTX 4090, 74 %, 7 %, 17945 MiB, 282.27 W
2026/01/03 15:53:11.568, NVIDIA GeForce RTX 4090, 80 %, 77 %, 17951 MiB, 302.84 W
2026/01/03 15:53:12.571, NVIDIA GeForce RTX 4090, 73 %, 10 %, 17961 MiB, 266.76 W
2026/01/03 15:53:13.574, NVIDIA GeForce RTX 4090, 85 %, 74 %, 17961 MiB, 285.36 W
2026/01/03 15:53:14.585, NVIDIA GeForce RTX 4090, 73 %, 29 %, 17847 MiB, 256.48 W
2026/01/03 15:53:15.587, NVIDIA GeForce RTX 4090, 87 %, 75 %, 17959 MiB, 307.42 W
2026/01/03 15:53:16.588, NVIDIA GeForce RTX 4090, 67 %, 64 %, 17452 MiB, 254.83 W
2026/01/03 15:53:17.592, NVIDIA GeForce RTX 4090, 96 %, 54 %, 17945 MiB, 314.64 W
2026/01/03 15:53:18.595, NVIDIA GeForce RTX 4090, 85 %, 82 %, 17463 MiB, 272.68 W
2026/01/03 15:53:19.599, NVIDIA GeForce RTX 4090, 94 %, 61 %, 17961 MiB, 306.43 W
2026/01/03 15:53:20.602, NVIDIA GeForce RTX 4090, 87 %, 84 %, 17459 MiB, 269.54 W
2026/01/03 15:53:21.606, NVIDIA GeForce RTX 4090, 80 %, 9 %, 17957 MiB, 307.30 W
2026/01/03 15:53:22.609, NVIDIA GeForce RTX 4090, 90 %, 87 %, 17459 MiB, 304.93 W
2026/01/03 15:53:23.611, NVIDIA GeForce RTX 4090, 97 %, 20 %, 17947 MiB, 284.12 W
2026/01/03 15:53:24.615, NVIDIA GeForce RTX 4090, 75 %, 66 %, 17463 MiB, 288.37 W
2026/01/03 15:53:25.618, NVIDIA GeForce RTX 4090, 96 %, 22 %, 17963 MiB, 295.25 W
2026/01/03 15:53:26.621, NVIDIA GeForce RTX 4090, 86 %, 83 %, 18017 MiB, 292.89 W
2026/01/03 15:53:27.624, NVIDIA GeForce RTX 4090, 90 %, 86 %, 17961 MiB, 282.74 W
2026/01/03 15:53:28.626, NVIDIA GeForce RTX 4090, 96 %, 38 %, 17955 MiB, 285.69 W
2026/01/03 15:53:29.629, NVIDIA GeForce RTX 4090, 81 %, 78 %, 17957 MiB, 295.19 W
2026/01/03 15:53:30.632, NVIDIA GeForce RTX 4090, 76 %, 41 %, 17447 MiB, 270.67 W
2026/01/03 15:53:34.565, NVIDIA GeForce RTX 4090, 96 %, 15 %, 17947 MiB, 297.96 W
2026/01/03 15:53:35.578, NVIDIA GeForce RTX 4090, 91 %, 80 %, 17961 MiB, 302.40 W
2026/01/03 15:53:36.580, NVIDIA GeForce RTX 4090, 74 %, 69 %, 17849 MiB, 268.29 W
2026/01/03 15:53:37.582, NVIDIA GeForce RTX 4090, 96 %, 20 %, 18015 MiB, 289.70 W
2026/01/03 15:53:38.587, NVIDIA GeForce RTX 4090, 92 %, 49 %, 17959 MiB, 311.87 W
2026/01/03 15:53:39.589, NVIDIA GeForce RTX 4090, 87 %, 84 %, 17409 MiB, 282.13 W
2026/01/03 15:53:40.592, NVIDIA GeForce RTX 4090, 96 %, 20 %, 17947 MiB, 285.92 W
2026/01/03 15:53:41.594, NVIDIA GeForce RTX 4090, 85 %, 82 %, 17947 MiB, 288.24 W
2026/01/03 15:53:42.596, NVIDIA GeForce RTX 4090, 78 %, 27 %, 17851 MiB, 268.48 W
2026/01/03 15:53:43.598, NVIDIA GeForce RTX 4090, 96 %, 37 %, 17959 MiB, 313.60 W
2026/01/03 15:53:44.600, NVIDIA GeForce RTX 4090, 75 %, 51 %, 17849 MiB, 267.28 W
2026/01/03 15:53:45.601, NVIDIA GeForce RTX 4090, 97 %, 20 %, 17959 MiB, 296.27 W
2026/01/03 15:53:46.606, NVIDIA GeForce RTX 4090, 87 %, 82 %, 17955 MiB, 294.65 W
2026/01/03 15:53:47.609, NVIDIA GeForce RTX 4090, 91 %, 88 %, 17955 MiB, 284.54 W
2026/01/03 15:53:48.611, NVIDIA GeForce RTX 4090, 96 %, 24 %, 17945 MiB, 272.72 W
2026/01/03 15:53:49.613, NVIDIA GeForce RTX 4090, 97 %, 45 %, 17958 MiB, 310.02 W
2026/01/03 15:53:50.616, NVIDIA GeForce RTX 4090, 87 %, 84 %, 17463 MiB, 282.55 W
2026/01/03 15:53:51.618, NVIDIA GeForce RTX 4090, 79 %, 8 %, 17961 MiB, 277.28 W
2026/01/03 15:53:52.620, NVIDIA GeForce RTX 4090, 91 %, 88 %, 17961 MiB, 309.23 W
2026/01/03 15:53:53.622, NVIDIA GeForce RTX 4090, 76 %, 46 %, 17841 MiB, 266.08 W
2026/01/03 15:53:54.624, NVIDIA GeForce RTX 4090, 80 %, 41 %, 17461 MiB, 309.97 W
2026/01/03 15:53:55.628, NVIDIA GeForce RTX 4090, 78 %, 45 %, 17451 MiB, 283.94 W
2026/01/03 15:53:56.630, NVIDIA GeForce RTX 4090, 79 %, 12 %, 17851 MiB, 289.92 W
2026/01/03 15:53:57.633, NVIDIA GeForce RTX 4090, 80 %, 15 %, 17869 MiB, 305.29 W
2026/01/03 15:53:58.635, NVIDIA GeForce RTX 4090, 79 %, 27 %, 17463 MiB, 292.85 W
2026/01/03 15:53:59.637, NVIDIA GeForce RTX 4090, 97 %, 41 %, 18015 MiB, 310.11 W
2026/01/03 15:54:00.640, NVIDIA GeForce RTX 4090, 76 %, 73 %, 17847 MiB, 269.63 W
2026/01/03 15:54:01.642, NVIDIA GeForce RTX 4090, 93 %, 44 %, 18031 MiB, 313.13 W
2026/01/03 15:54:02.645, NVIDIA GeForce RTX 4090, 76 %, 52 %, 17869 MiB, 263.62 W
2026/01/03 15:54:03.647, NVIDIA GeForce RTX 4090, 92 %, 74 %, 18093 MiB, 323.89 W
2026/01/03 15:54:04.649, NVIDIA GeForce RTX 4090, 78 %, 28 %, 17978 MiB, 269.09 W
2026/01/03 15:54:05.653, NVIDIA GeForce RTX 4090, 95 %, 28 %, 17975 MiB, 301.09 W
2026/01/03 15:54:06.655, NVIDIA GeForce RTX 4090, 95 %, 26 %, 17975 MiB, 314.31 W
2026/01/03 15:54:10.587, NVIDIA GeForce RTX 4090, 97 %, 46 %, 17439 MiB, 302.14 W
2026/01/03 15:54:11.591, NVIDIA GeForce RTX 4090, 99 %, 41 %, 18097 MiB, 319.55 W
2026/01/03 15:54:12.593, NVIDIA GeForce RTX 4090, 78 %, 8 %, 17853 MiB, 270.99 W
2026/01/03 15:54:13.595, NVIDIA GeForce RTX 4090, 96 %, 51 %, 17458 MiB, 322.52 W
2026/01/03 15:54:14.614, NVIDIA GeForce RTX 4090, 97 %, 38 %, 17954 MiB, 296.82 W
2026/01/03 15:54:15.616, NVIDIA GeForce RTX 4090, 95 %, 36 %, 18010 MiB, 305.14 W
2026/01/03 15:54:16.618, NVIDIA GeForce RTX 4090, 95 %, 28 %, 17963 MiB, 276.52 W
2026/01/03 15:54:17.621, NVIDIA GeForce RTX 4090, 90 %, 87 %, 17463 MiB, 296.20 W
2026/01/03 15:54:18.623, NVIDIA GeForce RTX 4090, 97 %, 43 %, 17961 MiB, 312.73 W
2026/01/03 15:54:19.626, NVIDIA GeForce RTX 4090, 90 %, 87 %, 17457 MiB, 272.98 W
2026/01/03 15:54:20.630, NVIDIA GeForce RTX 4090, 78 %, 12 %, 17845 MiB, 293.10 W
2026/01/03 15:54:21.632, NVIDIA GeForce RTX 4090, 75 %, 73 %, 18073 MiB, 299.44 W
2026/01/03 15:54:22.634, NVIDIA GeForce RTX 4090, 80 %, 77 %, 18075 MiB, 279.51 W
2026/01/03 15:54:23.639, NVIDIA GeForce RTX 4090, 87 %, 84 %, 17413 MiB, 254.47 W
2026/01/03 15:54:24.643, NVIDIA GeForce RTX 4090, 97 %, 42 %, 18013 MiB, 291.33 W
2026/01/03 15:54:25.646, NVIDIA GeForce RTX 4090, 79 %, 77 %, 18062 MiB, 275.69 W
2026/01/03 15:54:26.649, NVIDIA GeForce RTX 4090, 67 %, 64 %, 17834 MiB, 231.71 W
2026/01/03 15:54:27.651, NVIDIA GeForce RTX 4090, 74 %, 6 %, 17823 MiB, 273.15 W
2026/01/03 15:54:28.655, NVIDIA GeForce RTX 4090, 85 %, 82 %, 17989 MiB, 289.96 W
2026/01/03 15:54:29.657, NVIDIA GeForce RTX 4090, 95 %, 37 %, 18057 MiB, 249.14 W
2026/01/03 15:54:30.660, NVIDIA GeForce RTX 4090, 78 %, 75 %, 18057 MiB, 279.37 W
2026/01/03 15:54:31.663, NVIDIA GeForce RTX 4090, 79 %, 68 %, 17991 MiB, 271.90 W
2026/01/03 15:54:32.665, NVIDIA GeForce RTX 4090, 71 %, 69 %, 17991 MiB, 257.62 W
2026/01/03 15:54:33.667, NVIDIA GeForce RTX 4090, 77 %, 56 %, 17441 MiB, 264.91 W
2026/01/03 15:54:34.673, NVIDIA GeForce RTX 4090, 78 %, 44 %, 17827 MiB, 293.76 W
2026/01/03 15:54:35.675, NVIDIA GeForce RTX 4090, 90 %, 13 %, 17847 MiB, 293.65 W
2026/01/03 15:54:36.680, NVIDIA GeForce RTX 4090, 83 %, 10 %, 17962 MiB, 298.50 W
2026/01/03 15:54:37.681, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17959 MiB, 314.28 W
2026/01/03 15:54:38.684, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17407 MiB, 290.58 W
2026/01/03 15:54:39.688, NVIDIA GeForce RTX 4090, 68 %, 43 %, 17463 MiB, 282.55 W
2026/01/03 15:54:40.692, NVIDIA GeForce RTX 4090, 77 %, 44 %, 17463 MiB, 278.60 W
2026/01/03 15:54:41.695, NVIDIA GeForce RTX 4090, 89 %, 12 %, 17847 MiB, 290.83 W
2026/01/03 15:54:45.634, NVIDIA GeForce RTX 4090, 21 %, 18 %, 17458 MiB, 261.90 W
2026/01/03 15:54:46.638, NVIDIA GeForce RTX 4090, 93 %, 49 %, 17458 MiB, 285.52 W
2026/01/03 15:54:47.643, NVIDIA GeForce RTX 4090, 76 %, 46 %, 17463 MiB, 284.86 W
2026/01/03 15:54:48.645, NVIDIA GeForce RTX 4090, 73 %, 43 %, 17847 MiB, 281.13 W
2026/01/03 15:54:49.647, NVIDIA GeForce RTX 4090, 89 %, 12 %, 17959 MiB, 294.37 W
2026/01/03 15:54:50.649, NVIDIA GeForce RTX 4090, 79 %, 9 %, 17953 MiB, 304.86 W
2026/01/03 15:54:51.651, NVIDIA GeForce RTX 4090, 88 %, 28 %, 17953 MiB, 290.98 W
2026/01/03 15:54:52.654, NVIDIA GeForce RTX 4090, 96 %, 23 %, 17959 MiB, 305.79 W
2026/01/03 15:54:53.658, NVIDIA GeForce RTX 4090, 96 %, 44 %, 17959 MiB, 300.97 W
2026/01/03 15:54:54.661, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17436 MiB, 291.49 W
2026/01/03 15:54:55.664, NVIDIA GeForce RTX 4090, 91 %, 58 %, 17407 MiB, 295.87 W
2026/01/03 15:54:56.668, NVIDIA GeForce RTX 4090, 92 %, 44 %, 17457 MiB, 287.46 W
2026/01/03 15:54:57.671, NVIDIA GeForce RTX 4090, 64 %, 33 %, 17463 MiB, 281.36 W
2026/01/03 15:54:58.675, NVIDIA GeForce RTX 4090, 67 %, 35 %, 17851 MiB, 282.04 W
2026/01/03 15:54:59.679, NVIDIA GeForce RTX 4090, 95 %, 25 %, 17957 MiB, 309.77 W
2026/01/03 15:55:00.682, NVIDIA GeForce RTX 4090, 96 %, 25 %, 17957 MiB, 295.47 W
2026/01/03 15:55:01.688, NVIDIA GeForce RTX 4090, 96 %, 42 %, 17976 MiB, 293.12 W
2026/01/03 15:55:02.709, NVIDIA GeForce RTX 4090, 97 %, 38 %, 17463 MiB, 286.90 W
2026/01/03 15:55:03.713, NVIDIA GeForce RTX 4090, 78 %, 54 %, 17464 MiB, 307.98 W
2026/01/03 15:55:04.716, NVIDIA GeForce RTX 4090, 89 %, 50 %, 17463 MiB, 289.11 W
2026/01/03 15:55:05.719, NVIDIA GeForce RTX 4090, 79 %, 9 %, 17843 MiB, 288.17 W
2026/01/03 15:55:06.720, NVIDIA GeForce RTX 4090, 84 %, 75 %, 17463 MiB, 301.65 W
2026/01/03 15:55:07.724, NVIDIA GeForce RTX 4090, 72 %, 35 %, 17463 MiB, 303.29 W
2026/01/03 15:55:08.730, NVIDIA GeForce RTX 4090, 95 %, 49 %, 17463 MiB, 296.84 W
2026/01/03 15:55:09.735, NVIDIA GeForce RTX 4090, 94 %, 44 %, 17481 MiB, 284.34 W
2026/01/03 15:55:10.737, NVIDIA GeForce RTX 4090, 71 %, 31 %, 17844 MiB, 286.12 W
2026/01/03 15:55:11.738, NVIDIA GeForce RTX 4090, 77 %, 57 %, 17851 MiB, 292.71 W
2026/01/03 15:55:12.741, NVIDIA GeForce RTX 4090, 71 %, 14 %, 17851 MiB, 285.44 W
2026/01/03 15:55:13.744, NVIDIA GeForce RTX 4090, 71 %, 22 %, 17961 MiB, 294.79 W
2026/01/03 15:55:14.746, NVIDIA GeForce RTX 4090, 96 %, 31 %, 17957 MiB, 305.38 W
2026/01/03 15:55:15.748, NVIDIA GeForce RTX 4090, 95 %, 32 %, 17407 MiB, 312.48 W
2026/01/03 15:55:16.751, NVIDIA GeForce RTX 4090, 79 %, 46 %, 17463 MiB, 294.00 W
2026/01/03 15:55:20.685, NVIDIA GeForce RTX 4090, 82 %, 47 %, 17693 MiB, 282.41 W
2026/01/03 15:55:21.686, NVIDIA GeForce RTX 4090, 79 %, 8 %, 17845 MiB, 287.50 W
2026/01/03 15:55:22.690, NVIDIA GeForce RTX 4090, 77 %, 7 %, 17957 MiB, 302.59 W
2026/01/03 15:55:23.693, NVIDIA GeForce RTX 4090, 96 %, 37 %, 17953 MiB, 308.75 W
2026/01/03 15:55:24.696, NVIDIA GeForce RTX 4090, 95 %, 27 %, 17981 MiB, 299.42 W
2026/01/03 15:55:25.699, NVIDIA GeForce RTX 4090, 93 %, 42 %, 17959 MiB, 300.11 W
2026/01/03 15:55:26.704, NVIDIA GeForce RTX 4090, 95 %, 43 %, 17457 MiB, 290.85 W
2026/01/03 15:55:27.708, NVIDIA GeForce RTX 4090, 96 %, 38 %, 17957 MiB, 299.30 W
2026/01/03 15:55:28.722, NVIDIA GeForce RTX 4090, 95 %, 27 %, 17956 MiB, 290.09 W
2026/01/03 15:55:29.725, NVIDIA GeForce RTX 4090, 96 %, 34 %, 17963 MiB, 277.04 W
2026/01/03 15:55:30.728, NVIDIA GeForce RTX 4090, 79 %, 14 %, 17851 MiB, 280.67 W
2026/01/03 15:55:31.731, NVIDIA GeForce RTX 4090, 95 %, 26 %, 17961 MiB, 297.67 W
2026/01/03 15:55:32.735, NVIDIA GeForce RTX 4090, 89 %, 12 %, 17975 MiB, 295.14 W
2026/01/03 15:55:33.737, NVIDIA GeForce RTX 4090, 78 %, 35 %, 17954 MiB, 294.64 W
2026/01/03 15:55:34.740, NVIDIA GeForce RTX 4090, 78 %, 12 %, 17867 MiB, 283.89 W
2026/01/03 15:55:35.742, NVIDIA GeForce RTX 4090, 77 %, 25 %, 17979 MiB, 295.63 W
2026/01/03 15:55:36.744, NVIDIA GeForce RTX 4090, 97 %, 20 %, 17957 MiB, 298.77 W
2026/01/03 15:55:37.746, NVIDIA GeForce RTX 4090, 77 %, 8 %, 17957 MiB, 297.66 W
2026/01/03 15:55:38.748, NVIDIA GeForce RTX 4090, 96 %, 33 %, 17965 MiB, 306.24 W
2026/01/03 15:55:39.752, NVIDIA GeForce RTX 4090, 95 %, 27 %, 17964 MiB, 306.36 W
2026/01/03 15:55:40.754, NVIDIA GeForce RTX 4090, 98 %, 37 %, 17962 MiB, 298.08 W
2026/01/03 15:55:41.758, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17958 MiB, 291.60 W
2026/01/03 15:55:42.761, NVIDIA GeForce RTX 4090, 95 %, 57 %, 17407 MiB, 303.06 W
2026/01/03 15:55:43.764, NVIDIA GeForce RTX 4090, 96 %, 38 %, 17467 MiB, 292.22 W
2026/01/03 15:55:44.767, NVIDIA GeForce RTX 4090, 73 %, 47 %, 17467 MiB, 286.63 W
2026/01/03 15:55:45.770, NVIDIA GeForce RTX 4090, 88 %, 52 %, 17467 MiB, 287.33 W
2026/01/03 15:55:46.774, NVIDIA GeForce RTX 4090, 73 %, 27 %, 17463 MiB, 290.58 W
2026/01/03 15:55:47.778, NVIDIA GeForce RTX 4090, 68 %, 45 %, 17862 MiB, 288.35 W
2026/01/03 15:55:48.780, NVIDIA GeForce RTX 4090, 83 %, 10 %, 17867 MiB, 298.17 W
2026/01/03 15:55:49.782, NVIDIA GeForce RTX 4090, 79 %, 20 %, 17867 MiB, 289.79 W
2026/01/03 15:55:50.785, NVIDIA GeForce RTX 4090, 77 %, 36 %, 17979 MiB, 304.90 W
2026/01/03 15:55:51.786, NVIDIA GeForce RTX 4090, 97 %, 25 %, 17975 MiB, 294.41 W
2026/01/03 15:55:55.717, NVIDIA GeForce RTX 4090, 97 %, 18 %, 17975 MiB, 309.33 W
2026/01/03 15:55:56.720, NVIDIA GeForce RTX 4090, 98 %, 38 %, 17981 MiB, 309.73 W
2026/01/03 15:55:57.723, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17463 MiB, 299.65 W
2026/01/03 15:55:58.725, NVIDIA GeForce RTX 4090, 85 %, 66 %, 17457 MiB, 294.61 W
2026/01/03 15:55:59.729, NVIDIA GeForce RTX 4090, 84 %, 48 %, 17841 MiB, 282.42 W
2026/01/03 15:56:00.731, NVIDIA GeForce RTX 4090, 76 %, 54 %, 17457 MiB, 303.16 W
2026/01/03 15:56:01.734, NVIDIA GeForce RTX 4090, 96 %, 51 %, 17463 MiB, 298.06 W
2026/01/03 15:56:02.737, NVIDIA GeForce RTX 4090, 79 %, 10 %, 17851 MiB, 287.84 W
2026/01/03 15:56:03.739, NVIDIA GeForce RTX 4090, 85 %, 10 %, 17963 MiB, 310.57 W
2026/01/03 15:56:04.741, NVIDIA GeForce RTX 4090, 89 %, 13 %, 17863 MiB, 285.57 W
2026/01/03 15:56:05.743, NVIDIA GeForce RTX 4090, 80 %, 19 %, 17847 MiB, 301.68 W
2026/01/03 15:56:06.746, NVIDIA GeForce RTX 4090, 95 %, 37 %, 17964 MiB, 314.69 W
2026/01/03 15:56:07.748, NVIDIA GeForce RTX 4090, 97 %, 38 %, 17414 MiB, 306.11 W
2026/01/03 15:56:08.749, NVIDIA GeForce RTX 4090, 77 %, 33 %, 17458 MiB, 279.44 W
2026/01/03 15:56:09.753, NVIDIA GeForce RTX 4090, 79 %, 30 %, 17862 MiB, 293.58 W
2026/01/03 15:56:10.756, NVIDIA GeForce RTX 4090, 87 %, 84 %, 17463 MiB, 294.05 W
2026/01/03 15:56:11.758, NVIDIA GeForce RTX 4090, 94 %, 65 %, 17413 MiB, 308.18 W
2026/01/03 15:56:12.760, NVIDIA GeForce RTX 4090, 95 %, 26 %, 17961 MiB, 290.83 W
2026/01/03 15:56:13.762, NVIDIA GeForce RTX 4090, 96 %, 24 %, 17957 MiB, 277.60 W
2026/01/03 15:56:14.764, NVIDIA GeForce RTX 4090, 74 %, 62 %, 17844 MiB, 287.81 W
2026/01/03 15:56:15.766, NVIDIA GeForce RTX 4090, 83 %, 80 %, 17447 MiB, 318.16 W
2026/01/03 15:56:16.770, NVIDIA GeForce RTX 4090, 95 %, 33 %, 17959 MiB, 299.11 W
2026/01/03 15:56:17.774, NVIDIA GeForce RTX 4090, 79 %, 15 %, 17847 MiB, 264.94 W
2026/01/03 15:56:18.776, NVIDIA GeForce RTX 4090, 98 %, 37 %, 17959 MiB, 320.73 W
2026/01/03 15:56:19.778, NVIDIA GeForce RTX 4090, 86 %, 26 %, 17953 MiB, 272.52 W
2026/01/03 15:56:20.780, NVIDIA GeForce RTX 4090, 90 %, 47 %, 17953 MiB, 287.90 W
2026/01/03 15:56:21.782, NVIDIA GeForce RTX 4090, 89 %, 27 %, 17945 MiB, 257.90 W
2026/01/03 15:56:22.784, NVIDIA GeForce RTX 4090, 61 %, 54 %, 17463 MiB, 266.55 W
2026/01/03 15:56:23.787, NVIDIA GeForce RTX 4090, 92 %, 47 %, 17961 MiB, 303.89 W
2026/01/03 15:56:24.789, NVIDIA GeForce RTX 4090, 95 %, 36 %, 17961 MiB, 288.52 W
2026/01/03 15:56:25.791, NVIDIA GeForce RTX 4090, 96 %, 16 %, 17847 MiB, 258.25 W
2026/01/03 15:56:26.815, NVIDIA GeForce RTX 4090, 58 %, 37 %, 17479 MiB, 281.34 W
2026/01/03 15:56:30.759, NVIDIA GeForce RTX 4090, 60 %, 58 %, 17449 MiB, 301.61 W
2026/01/03 15:56:31.762, NVIDIA GeForce RTX 4090, 94 %, 35 %, 17963 MiB, 288.37 W
2026/01/03 15:56:32.763, NVIDIA GeForce RTX 4090, 86 %, 19 %, 17851 MiB, 260.70 W
2026/01/03 15:56:33.766, NVIDIA GeForce RTX 4090, 91 %, 79 %, 17457 MiB, 292.92 W
2026/01/03 15:56:34.769, NVIDIA GeForce RTX 4090, 95 %, 32 %, 17957 MiB, 289.85 W
2026/01/03 15:56:35.772, NVIDIA GeForce RTX 4090, 74 %, 15 %, 17843 MiB, 250.32 W
2026/01/03 15:56:36.774, NVIDIA GeForce RTX 4090, 66 %, 48 %, 17835 MiB, 284.57 W
2026/01/03 15:56:37.777, NVIDIA GeForce RTX 4090, 59 %, 51 %, 17467 MiB, 307.62 W
2026/01/03 15:56:38.780, NVIDIA GeForce RTX 4090, 97 %, 39 %, 17437 MiB, 300.20 W
2026/01/03 15:56:39.783, NVIDIA GeForce RTX 4090, 96 %, 46 %, 17408 MiB, 282.47 W
2026/01/03 15:56:40.785, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17434 MiB, 291.65 W
2026/01/03 15:56:41.789, NVIDIA GeForce RTX 4090, 89 %, 50 %, 17457 MiB, 290.02 W
2026/01/03 15:56:42.796, NVIDIA GeForce RTX 4090, 95 %, 52 %, 17463 MiB, 285.29 W
2026/01/03 15:56:43.800, NVIDIA GeForce RTX 4090, 67 %, 42 %, 17463 MiB, 300.25 W
2026/01/03 15:56:44.804, NVIDIA GeForce RTX 4090, 93 %, 49 %, 17462 MiB, 289.17 W
2026/01/03 15:56:45.812, NVIDIA GeForce RTX 4090, 64 %, 58 %, 17457 MiB, 287.25 W
2026/01/03 15:56:46.816, NVIDIA GeForce RTX 4090, 90 %, 50 %, 17457 MiB, 280.91 W
2026/01/03 15:56:47.820, NVIDIA GeForce RTX 4090, 73 %, 28 %, 17463 MiB, 285.87 W
2026/01/03 15:56:48.822, NVIDIA GeForce RTX 4090, 67 %, 43 %, 17851 MiB, 284.17 W
2026/01/03 15:56:49.825, NVIDIA GeForce RTX 4090, 76 %, 14 %, 17845 MiB, 282.51 W
2026/01/03 15:56:50.828, NVIDIA GeForce RTX 4090, 94 %, 58 %, 17409 MiB, 315.52 W
2026/01/03 15:56:51.830, NVIDIA GeForce RTX 4090, 96 %, 46 %, 17959 MiB, 294.37 W
2026/01/03 15:56:52.849, NVIDIA GeForce RTX 4090, 97 %, 17 %, 17959 MiB, 284.60 W
2026/01/03 15:56:53.851, NVIDIA GeForce RTX 4090, 76 %, 29 %, 17463 MiB, 271.05 W
2026/01/03 15:56:54.853, NVIDIA GeForce RTX 4090, 91 %, 42 %, 17961 MiB, 312.72 W
2026/01/03 15:56:55.855, NVIDIA GeForce RTX 4090, 98 %, 37 %, 17957 MiB, 296.28 W
2026/01/03 15:56:56.864, NVIDIA GeForce RTX 4090, 78 %, 8 %, 17953 MiB, 273.21 W
2026/01/03 15:56:57.866, NVIDIA GeForce RTX 4090, 96 %, 52 %, 17447 MiB, 314.68 W
2026/01/03 15:56:58.869, NVIDIA GeForce RTX 4090, 97 %, 38 %, 17959 MiB, 289.55 W
2026/01/03 15:56:59.872, NVIDIA GeForce RTX 4090, 78 %, 16 %, 17961 MiB, 270.04 W
2026/01/03 15:57:00.875, NVIDIA GeForce RTX 4090, 79 %, 29 %, 17847 MiB, 292.14 W
2026/01/03 15:57:01.878, NVIDIA GeForce RTX 4090, 83 %, 54 %, 17458 MiB, 306.77 W
